SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,BaseScore,x1,x2,x3,x7,x9,Score
1,0.006906979,51,0,0.562962963,5129.0,16,0,1,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.435873399,35,1,0.378339466,6250.0,7,0,1,0,1.0,707.0,2.0,-2.0,-24.0,-51.0,-30.0,602.0
1,0.9999999,37,0,0.078159893,6716.0,1,0,0,0,2.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.04771732,57,0,0.355733914,7350.0,7,0,3,0,1.0,707.0,10.0,1.0,-12.0,-51.0,-30.0,625.0
1,0.021582372,83,0,0.002380726,10500.0,7,0,0,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.033138279,78,0,0.020326558,3000.0,7,0,0,0,0.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.03191751,50,0,0.00461503,13000.0,4,0,0,0,2.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.9999999,56,0,0.0,5313.0,3,0,0,0,,707.0,-10.0,1.0,-12.0,-51.0,-30.0,605.0
1,0.398098587,49,1,0.295806539,11040.0,12,0,2,0,2.0,707.0,2.0,-1.0,-24.0,-51.0,-30.0,603.0
1,0.667144294,27,0,0.561685824,3914.0,14,0,1,0,0.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
0,0.342886838,50,0,0.416666667,8555.0,13,0,1,0,1.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.012571265,44,0,0.20089955,2000.0,23,0,0,0,0.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.000306112,49,0,0.651060625,7966.0,10,0,2,0,1.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.9999999,60,0,0.041730358,6541.0,4,0,0,0,0.0,707.0,-10.0,3.0,-12.0,-51.0,-30.0,607.0
1,0.331382505,46,0,0.296703297,8735.0,8,0,2,0,2.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.756532723,46,0,0.105109133,8200.0,2,0,0,0,2.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
1,0.03181529,30,0,0.146013449,1040.0,6,0,0,0,0.0,707.0,10.0,-3.0,-12.0,-51.0,-30.0,621.0
1,0.9999999,41,0,0.072846736,7000.0,1,0,0,0,3.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.286952067,34,0,0.461544871,12000.0,17,0,1,0,3.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.029252193,59,0,0.434366519,7000.0,17,0,2,0,0.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.239450703,43,1,0.254576219,6500.0,8,0,1,0,2.0,707.0,2.0,-2.0,-24.0,-51.0,-30.0,602.0
1,0.694494639,52,3,0.427592117,2333.0,14,0,0,0,2.0,707.0,-10.0,-1.0,-34.0,-51.0,-30.0,581.0
1,0.928143713,25,0,0.441967717,1300.0,5,0,0,0,3.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
0,0.9999999,36,0,0.285578296,2100.0,2,0,0,0,0.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.050566364,69,0,0.297681607,6469.0,20,0,1,0,0.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.256837099,31,0,0.127575277,2523.0,4,0,0,0,0.0,707.0,2.0,-3.0,-12.0,-51.0,-30.0,613.0
1,0.631073785,38,0,0.239377985,8166.0,8,0,1,0,2.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.00791076,48,0,0.00499875,4000.0,5,0,0,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.004789222,37,0,0.223510596,2500.0,5,0,0,0,2.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.9999999,35,1,0.130166398,3725.0,1,0,0,0,1.0,707.0,-10.0,-2.0,-24.0,-51.0,-30.0,590.0
1,0.072715455,71,0,0.01750606,7425.0,4,0,0,0,0.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.000285322,47,0,0.51109778,5000.0,13,0,1,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.00191591,61,0,0.24076719,4900.0,19,0,2,0,1.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.021040519,64,0,0.070008643,13883.0,9,0,0,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.804941671,44,2,0.11189531,6800.0,4,0,0,1,4.0,707.0,-10.0,-2.0,-24.0,-51.0,-44.0,576.0
1,0.0,55,0,0.0,5347.0,7,0,0,0,,707.0,11.0,1.0,-12.0,-51.0,-30.0,626.0
0,0.98349435,38,0,0.975806452,2975.0,9,0,1,0,0.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.0,62,0,0.491100593,15000.0,12,0,5,0,2.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.260091636,41,0,0.112327463,4201.0,6,0,0,0,3.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.079355609,52,0,0.540923903,5216.0,8,0,1,0,1.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.0,64,0,0.130572874,8500.0,7,0,2,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.113246721,44,0,0.464304699,86537.0,28,0,5,0,0.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.344866033,52,2,0.286178455,4000.0,8,0,0,1,0.0,707.0,2.0,-1.0,-24.0,-51.0,-44.0,589.0
1,0.013953955,36,0,0.016343391,5567.0,7,0,0,0,3.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.069432325,37,0,0.201599709,5500.0,8,0,1,0,0.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.020778372,78,0,0.136435847,10700.0,6,0,1,0,1.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
0,0.823696051,55,0,0.271954674,6000.0,8,2,0,0,0.0,707.0,-10.0,1.0,-12.0,-71.0,-30.0,585.0
1,0.026462597,81,0,0.24686941,6148.0,6,0,1,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.00319936,48,0,0.286428393,4000.0,9,0,0,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.023548922,70,0,0.076468908,10500.0,13,0,1,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.047244824,68,0,0.014638829,8333.0,6,0,0,0,0.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
0,0.699994239,45,0,0.557475402,8333.0,17,0,1,0,0.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
1,0.018239089,71,1,0.067290941,9183.0,6,0,1,0,0.0,707.0,11.0,7.0,-24.0,-51.0,-30.0,620.0
1,0.011717153,85,0,0.006903118,4200.0,10,0,0,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.014811588,68,0,0.283589368,4100.0,13,0,0,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.338710753,51,0,0.041635626,12080.0,5,0,0,0,4.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.011551807,50,0,0.16575936,9000.0,16,0,1,0,2.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.001903058,55,0,0.335640671,6500.0,22,0,2,0,0.0,707.0,11.0,1.0,-12.0,-51.0,-30.0,626.0
1,0.005636415,58,0,0.007007708,5707.0,28,0,0,0,0.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.502716576,44,0,0.362074735,8964.0,4,0,2,0,2.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.539908529,59,0,0.58400516,3100.0,9,0,0,2,0.0,707.0,-10.0,3.0,-12.0,-51.0,-44.0,593.0
1,0.183785779,57,0,0.398377125,5175.0,9,0,3,0,1.0,707.0,2.0,1.0,-12.0,-51.0,-30.0,617.0
1,0.0,52,0,0.325250076,3298.0,8,0,1,0,1.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.323105583,35,1,0.107054184,6846.0,4,0,0,0,0.0,707.0,2.0,-2.0,-24.0,-51.0,-30.0,602.0
1,0.171840626,55,0,0.270708139,20800.0,9,0,4,0,0.0,707.0,2.0,1.0,-12.0,-51.0,-30.0,617.0
1,0.605987107,47,2,0.51069786,5000.0,10,0,1,0,2.0,707.0,-10.0,-1.0,-24.0,-51.0,-30.0,591.0
1,0.04387463,40,0,0.058794121,10000.0,12,0,0,0,0.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.242168802,57,0,0.223199469,6025.0,18,0,0,1,0.0,707.0,2.0,1.0,-12.0,-51.0,-44.0,603.0
1,0.057479353,40,0,0.238486092,4385.0,11,0,1,0,0.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.237106437,51,0,0.388460737,4800.0,5,0,1,0,2.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.012812333,68,0,0.254758419,6146.0,11,0,1,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.152627562,40,0,0.417623532,7750.0,12,0,2,0,1.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.0,62,0,0.355728854,5000.0,6,0,1,0,1.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.292141572,51,0,0.197372663,12407.0,5,0,2,0,2.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.019944223,65,0,0.032338769,10791.0,7,0,0,0,1.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.992459201,50,0,0.594125918,6400.0,9,0,2,0,2.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
1,0.021861498,43,0,0.264637263,9000.0,19,0,1,0,2.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.014686166,77,0,0.124968758,4000.0,12,0,0,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.0,41,0,0.140747176,1150.0,5,0,0,0,1.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.452864285,49,0,0.330947228,6006.0,10,0,1,0,1.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.571868985,49,0,0.799900695,4027.0,10,0,2,0,0.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
1,0.708215297,53,0,0.432088285,3533.0,4,0,1,0,2.0,707.0,-10.0,1.0,-12.0,-51.0,-30.0,605.0
1,0.911087306,67,0,0.050649783,3000.0,4,0,0,0,1.0,707.0,-10.0,6.0,-12.0,-51.0,-30.0,610.0
1,0.888413983,63,1,0.173925753,3420.0,7,0,0,1,0.0,707.0,-10.0,6.0,-24.0,-51.0,-44.0,584.0
1,0.0,28,0,0.357238307,2244.0,3,0,1,0,0.0,707.0,11.0,-3.0,-12.0,-51.0,-30.0,622.0
1,0.9999999,64,0,0.26826946,4200.0,4,0,1,0,0.0,707.0,-10.0,6.0,-12.0,-51.0,-30.0,610.0
1,0.061783143,64,0,0.325767129,4757.0,11,1,1,0,0.0,707.0,10.0,6.0,-12.0,-71.0,-30.0,610.0
1,0.052515791,82,0,0.094120784,7500.0,6,0,1,0,0.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.342444266,66,0,0.469468307,8613.0,13,0,2,0,0.0,707.0,2.0,6.0,-12.0,-51.0,-30.0,622.0
1,0.047130774,37,0,0.628457181,3000.0,11,0,1,0,2.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.281710852,45,0,0.259942235,4500.0,6,0,2,0,2.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.083469793,83,0,0.019712033,5833.0,9,0,0,0,1.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.003999867,55,0,0.001953125,1535.0,3,0,0,0,0.0,707.0,11.0,1.0,-12.0,-51.0,-30.0,626.0
1,0.308893544,26,0,0.189736664,1480.0,4,0,0,0,0.0,707.0,2.0,-3.0,-12.0,-51.0,-30.0,613.0
1,0.8240064,53,5,0.217317236,13500.0,10,0,1,0,0.0,707.0,-10.0,1.0,-36.0,-51.0,-30.0,581.0
1,0.0,51,0,0.304892681,7500.0,4,0,1,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.010634358,29,0,0.021326225,3000.0,7,0,0,0,0.0,707.0,11.0,-3.0,-12.0,-51.0,-30.0,622.0
1,0.219122549,60,0,0.310888108,9964.0,25,0,3,0,0.0,707.0,2.0,3.0,-12.0,-51.0,-30.0,619.0
1,0.692242295,36,0,0.417606402,5497.0,9,0,2,1,2.0,707.0,-10.0,-2.0,-12.0,-51.0,-44.0,588.0
1,0.389547097,44,3,0.512801756,4100.0,11,0,2,0,1.0,707.0,2.0,-2.0,-34.0,-51.0,-30.0,592.0
1,0.9999999,31,1,0.068732817,4000.0,1,0,0,0,0.0,707.0,-10.0,-3.0,-24.0,-51.0,-30.0,589.0
1,0.008634527,61,0,0.152637147,6616.0,7,0,1,0,0.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.989122121,43,0,0.45668773,7595.0,9,0,2,0,2.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.925155925,32,0,0.48790242,5000.0,6,0,1,0,2.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
1,0.03079824,64,0,0.453559559,5716.0,9,0,2,0,1.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.9999999,68,0,0.303575714,8333.0,5,0,2,0,0.0,707.0,-10.0,6.0,-12.0,-51.0,-30.0,610.0
1,0.000212721,57,0,0.165278241,3000.0,4,0,0,0,2.0,707.0,11.0,1.0,-12.0,-51.0,-30.0,626.0
1,0.322677323,37,0,0.110290725,6500.0,2,0,1,0,0.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.0,61,0,0.530142381,3300.0,4,0,1,0,0.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.337966203,64,0,0.275272162,4500.0,4,0,1,0,1.0,707.0,2.0,6.0,-12.0,-51.0,-30.0,622.0
1,0.879721218,41,0,0.956370247,6600.0,16,0,2,0,2.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.0,55,0,0.000999875,8000.0,1,1,0,0,2.0,707.0,11.0,1.0,-12.0,-71.0,-30.0,606.0
1,0.00077842,65,1,0.125327225,9167.0,10,0,1,0,0.0,707.0,11.0,6.0,-24.0,-51.0,-30.0,619.0
1,0.121383581,69,0,0.01211903,8333.0,4,0,0,0,0.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.0,33,0,0.366378942,11700.0,8,0,3,0,1.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.379739179,59,0,0.241797192,50500.0,22,0,2,0,1.0,707.0,2.0,3.0,-12.0,-51.0,-30.0,619.0
1,0.9999999,48,0,0.279384615,8124.0,3,2,1,0,1.0,707.0,-10.0,-1.0,-12.0,-71.0,-30.0,583.0
1,0.274565553,66,0,0.482679226,9554.0,20,0,1,0,1.0,707.0,2.0,6.0,-12.0,-51.0,-30.0,622.0
1,0.024567919,29,0,0.579032782,3080.0,8,0,2,0,1.0,707.0,11.0,-3.0,-12.0,-51.0,-30.0,622.0
1,0.347069343,62,0,0.193679092,3701.0,10,0,0,0,0.0,707.0,2.0,3.0,-12.0,-51.0,-30.0,619.0
1,0.939369148,31,0,0.824674165,5600.0,11,0,2,0,3.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
1,0.595717448,46,0,0.279252991,6853.0,6,0,1,0,2.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
0,0.9999999,51,0,0.943902439,3689.0,5,5,1,1,1.0,707.0,-10.0,-1.0,-12.0,-86.0,-44.0,554.0
1,0.783248417,54,0,0.502018843,5200.0,7,0,1,0,1.0,707.0,-10.0,1.0,-12.0,-51.0,-30.0,605.0
1,0.010239227,61,0,0.005982427,5348.0,13,0,0,0,0.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.018701251,57,0,0.173751113,12350.0,7,0,1,0,2.0,707.0,11.0,1.0,-12.0,-51.0,-30.0,626.0
1,0.0,51,0,0.303221289,5711.0,8,0,1,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.027411406,65,0,0.300300802,5983.0,15,0,1,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.175843265,51,0,0.26746988,4564.0,13,0,0,0,2.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.52766748,43,0,0.440735365,6200.0,10,0,2,0,2.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.082251454,47,0,0.486001244,11250.0,7,0,3,0,0.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.288425263,77,0,0.533965245,2531.0,8,0,1,0,0.0,707.0,2.0,7.0,-12.0,-51.0,-30.0,623.0
1,0.442970822,41,0,0.168699792,3360.0,10,1,0,0,0.0,707.0,2.0,-2.0,-12.0,-71.0,-30.0,594.0
1,0.064407319,82,0,0.08852266,8494.0,5,0,0,0,1.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.017224229,63,0,0.172206948,4000.0,6,0,1,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.892581659,33,0,0.442687747,4300.0,8,0,1,0,0.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.304303797,41,0,0.311334133,9166.0,10,0,2,0,2.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.1876008,88,0,0.152615795,3000.0,2,0,1,0,0.0,707.0,2.0,7.0,-12.0,-51.0,-30.0,623.0
1,0.507608034,28,0,0.211330186,3600.0,13,0,0,1,0.0,707.0,2.0,-3.0,-12.0,-51.0,-44.0,599.0
1,0.088556458,56,0,0.184266781,7016.0,3,0,1,0,1.0,707.0,10.0,1.0,-12.0,-51.0,-30.0,625.0
1,0.9999999,35,0,0.0,3000.0,0,0,0,0,0.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.00659978,82,0,0.333333333,4775.0,6,0,2,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.172815899,42,3,0.45732868,6303.0,8,0,2,1,1.0,707.0,2.0,-2.0,-34.0,-51.0,-44.0,578.0
1,0.94023357,46,2,0.358165103,10550.0,9,0,2,0,1.0,707.0,-10.0,-1.0,-24.0,-51.0,-30.0,591.0
1,0.236587804,24,0,0.025578563,820.0,3,0,0,0,0.0,707.0,2.0,-3.0,-12.0,-51.0,-30.0,613.0
1,0.052612861,75,0,0.931034483,2000.0,20,0,2,0,0.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.129353234,21,0,0.0,4888.0,1,0,0,0,,707.0,10.0,-3.0,-12.0,-51.0,-30.0,621.0
1,0.029639286,86,0,0.00874036,5834.0,5,0,0,0,1.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.15140405,31,0,0.76092545,3500.0,9,0,1,0,1.0,707.0,10.0,-3.0,-12.0,-51.0,-30.0,621.0
1,0.0,63,0,0.369441816,8455.0,6,0,2,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.288933809,52,0,0.707063197,4034.0,9,0,1,0,0.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.009673563,47,0,0.072273538,6170.0,3,0,0,0,2.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.106757297,47,0,0.002499219,3200.0,2,0,0,0,1.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.9999999,33,0,0.146970606,5000.0,7,0,0,1,0.0,707.0,-10.0,-2.0,-12.0,-51.0,-44.0,588.0
1,0.031329852,38,1,0.304678129,2500.0,9,0,1,0,1.0,707.0,10.0,-2.0,-24.0,-51.0,-30.0,610.0
1,0.196230403,61,0,0.23525138,13763.0,8,0,1,0,0.0,707.0,2.0,3.0,-12.0,-51.0,-30.0,619.0
1,0.088819069,47,0,0.168566287,5000.0,4,0,0,0,1.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.040091008,69,0,0.015598752,4166.0,5,0,0,0,0.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.593317765,62,2,0.626392459,3500.0,22,0,1,0,0.0,707.0,-10.0,3.0,-24.0,-51.0,-30.0,595.0
1,0.205480618,55,0,0.509122719,4000.0,6,0,1,0,0.0,707.0,2.0,1.0,-12.0,-51.0,-30.0,617.0
1,0.0,29,0,0.13472746,2916.0,14,0,0,0,1.0,707.0,11.0,-3.0,-12.0,-51.0,-30.0,622.0
1,0.196243273,36,0,0.153588023,3873.0,7,0,0,0,2.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.172294257,57,0,0.33421073,12916.0,8,0,2,0,0.0,707.0,2.0,1.0,-12.0,-51.0,-30.0,617.0
1,0.11105397,56,0,0.075578239,9208.0,10,0,0,0,0.0,707.0,10.0,1.0,-12.0,-51.0,-30.0,625.0
1,0.148885111,28,0,0.435080264,4235.0,3,0,2,0,0.0,707.0,10.0,-3.0,-12.0,-51.0,-30.0,621.0
1,0.99110089,32,0,0.4098267,5250.0,3,0,1,0,0.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
0,0.822942643,34,1,0.36261058,11077.0,12,12,3,5,0.0,707.0,-10.0,-2.0,-24.0,-86.0,-45.0,540.0
1,0.275838185,48,0,0.482129468,4000.0,7,0,2,0,0.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.180378308,56,0,0.344769593,2972.0,5,0,1,1,0.0,707.0,2.0,1.0,-12.0,-51.0,-44.0,603.0
1,0.008413213,90,0,0.157228018,2683.0,2,0,0,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.083926808,40,0,0.197401299,2000.0,6,0,0,0,0.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.064841612,53,0,0.239478872,11666.0,13,0,3,0,1.0,707.0,10.0,1.0,-12.0,-51.0,-30.0,625.0
1,0.137866559,60,0,0.626107501,1692.0,7,0,1,0,0.0,707.0,10.0,3.0,-12.0,-51.0,-30.0,627.0
1,0.381907001,43,0,0.394256432,9366.0,13,0,1,0,3.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.0,52,0,0.212198582,7049.0,4,0,1,0,3.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.000399973,65,0,0.0,2040.0,2,0,0,0,2.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.240357393,58,2,0.394343781,8167.0,14,0,1,0,3.0,707.0,2.0,3.0,-24.0,-51.0,-30.0,607.0
1,0.002497074,39,0,0.183925049,6083.0,8,0,1,0,2.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.00365942,50,0,0.083714498,9400.0,14,0,0,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.406995159,48,0,0.254002596,6932.0,7,0,2,0,2.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
0,0.9999999,58,0,0.004774694,3350.0,0,1,0,1,2.0,707.0,-10.0,3.0,-12.0,-71.0,-44.0,573.0
1,0.032893774,64,0,0.257600371,4308.0,7,0,1,0,0.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.084253255,40,0,0.099274175,4270.0,4,0,0,1,5.0,707.0,10.0,-2.0,-12.0,-51.0,-44.0,608.0
1,0.016073117,70,0,0.261664858,6450.0,16,0,1,0,1.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.024734239,30,0,0.267957527,1600.0,4,0,0,0,0.0,707.0,11.0,-3.0,-12.0,-51.0,-30.0,622.0
1,0.000574986,49,0,0.146370726,3333.0,5,0,1,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.040100868,68,0,0.19658427,11124.0,8,0,2,0,1.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.796982412,41,4,0.130171835,10416.0,16,0,0,0,0.0,707.0,-10.0,-2.0,-34.0,-51.0,-30.0,580.0
1,0.051401705,55,0,0.394967956,4212.0,12,0,2,0,0.0,707.0,10.0,1.0,-12.0,-51.0,-30.0,625.0
1,0.055821506,43,1,0.285807789,9166.0,5,0,1,0,2.0,707.0,10.0,-2.0,-24.0,-51.0,-30.0,610.0
1,0.211436432,41,0,0.612995427,5247.0,8,0,2,0,2.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.04409951,63,0,0.445634708,5600.0,12,0,3,0,0.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.569675484,55,0,0.458657356,6300.0,13,0,2,0,1.0,707.0,-10.0,1.0,-12.0,-51.0,-30.0,605.0
0,0.741505663,43,2,0.182833217,5731.0,11,0,0,1,1.0,707.0,-10.0,-2.0,-24.0,-51.0,-44.0,576.0
1,0.011539769,48,0,0.092685178,13000.0,9,0,1,0,4.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.372592466,30,0,0.334031613,5250.0,15,0,2,0,1.0,707.0,2.0,-3.0,-12.0,-51.0,-30.0,613.0
1,0.347665233,46,0,0.041583367,2500.0,1,0,0,0,1.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.061197552,47,0,0.37947494,3770.0,6,0,2,0,0.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.221220308,38,0,0.028932991,35875.0,5,0,0,0,0.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.199090352,50,0,0.270829812,11833.0,8,0,3,0,2.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.0,48,0,0.406100647,7113.0,8,0,2,0,2.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.9999999,58,1,0.0,3342.0,2,0,0,0,0.0,707.0,-10.0,3.0,-24.0,-51.0,-30.0,595.0
1,0.168460839,45,0,0.191269577,3000.0,9,0,0,0,2.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.0,69,0,0.311178823,5250.0,4,0,1,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.933406659,44,1,0.598313659,8894.0,11,0,2,1,2.0,707.0,-10.0,-2.0,-24.0,-51.0,-44.0,576.0
1,0.017382307,48,0,0.625674865,5000.0,12,0,2,0,2.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.008027366,34,0,0.027477102,1200.0,15,0,0,0,0.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
